zeri,itatti,score
98849.jpg,1095451,43.0
98871.jpg,1095761,35.0
98874.jpg,1095611,86.0
98874.jpg,1095591,82.0
98874.jpg,1095601,53.0
98875.jpg,1095611,90.0
98875.jpg,1095591,89.0
98875.jpg,1095601,44.0
98890.jpg,1095581,53.0
98890.jpg,1095571,27.0
98891.jpg,1095581,118.0
98891.jpg,1095571,37.0
98892.jpg,1095661,59.0
98892.jpg,1088211,38.0
98893.jpg,1095661,58.0
98893.jpg,1088211,31.0
98902.jpg,1095711,211.0
98902.jpg,1095721,89.0
98902.jpg,1095731,52.0
98916.jpg,1095981,110.0
98916.jpg,1095971,48.0
98917.jpg,1095981,120.0
98917.jpg,1095991,102.0
98917.jpg,1095971,50.0
98927.jpg,1094841,139.0
98928.jpg,1094871,146.0
98928.jpg,1094651,97.0
98951.jpg,1095131,95.0
98951.jpg,1095141,27.0
98952.jpg,1095131,100.0
98956.jpg,1094861,81.0
98957.jpg,1094871,102.0
98957.jpg,1094651,66.0
98980.jpg,1096811,36.0
98981.jpg,1096821,43.0
98983.jpg,1096801,35.0
98984.jpg,1094681,131.0
98984.jpg,1094691,112.0
98984.jpg,1094661,38.0
99005.jpg,1096861,86.0
99010.jpg,1096851,57.0
99010.jpg,1096841,35.0
99010.jpg,1096601,35.0
99012.jpg,1096971,64.0
99013.jpg,1096971,72.0
99014.jpg,1096971,29.0
99016.jpg,1096971,32.0
99018.jpg,1096881,35.0
99055.jpg,1096411,77.0
99056.jpg,1096411,81.0
99057.jpg,1096411,66.0
99086.jpg,1097891,31.0
99090.jpg,1117211,30.0
99090.jpg,1094641,26.0
99106.jpg,1095451,67.0
99107.jpg,1095451,52.0
99108.jpg,1095451,87.0
99111.jpg,1095481,116.0
99111.jpg,1095471,78.0
99115.jpg,1096461,63.0
99116.jpg,1096421,88.0
99137.jpg,1095721,137.0
99137.jpg,1095711,88.0
99137.jpg,1095731,47.0
99167.jpg,1094771,80.0
99211.jpg,1095871,95.0
99229.jpg,1095861,47.0
99229.jpg,1095851,26.0
99262.jpg,1095441,28.0
99262.jpg,1097951,25.0
99263.jpg,1095421,54.0
99263.jpg,1097951,54.0
99263.jpg,1095431,39.0
99263.jpg,1095441,26.0
99270.jpg,1098171,33.0
99272.jpg,1095091,70.0
99272.jpg,1095101,41.0
99287.jpg,1096891,94.0
99297.jpg,1095711,128.0
99297.jpg,1095721,86.0
99297.jpg,1095731,52.0
99306.jpg,1095811,33.0
99306.jpg,1095801,29.0
99306.jpg,1095791,27.0
99445.jpg,1093571,72.0
99513.jpg,1090311,26.0
99519.jpg,1106641,54.0
99520.jpg,1106811,77.0
99520.jpg,1109921,71.0
99525.jpg,1102911,47.0
99555.jpg,1100941,144.0
99556.jpg,1100941,143.0
99571.jpg,1106151,89.0
99572.jpg,1106151,65.0
99573.jpg,1106151,45.0
99755.jpg,1113051,29.0
99757.jpg,1113051,27.0
99829.jpg,1077721,80.0
99918.jpg,1096341,26.0
99959.jpg,1040121,59.0
99960.jpg,1040121,45.0
