name,label,viaf,lc,isni,bnf,dnb,wd,wikipedia
Sgarbi V.,"Sgarbi, Vittorio, 1952-....",http://viaf.org/viaf/64083221,http://id.loc.gov/authorities/names/n79147732,http://isni.org/isni/0000000121365349,http://catalogue.bnf.fr/ark:/12148/cb12360857c,http://d-nb.info/gnd/119249170,http://www.wikidata.org/entity/Q2426702,https://de.wikipedia.org/wiki/Vittorio_Sgarbi
Shapley F.R.,"Shapley, Fern Rusk",http://viaf.org/viaf/71523716,http://id.loc.gov/authorities/names/n79054345,http://isni.org/isni/000000002186305X,http://catalogue.bnf.fr/ark:/12148/cb12969464r,,http://www.wikidata.org/entity/Q19766238,
Shearman J.,"Shearman, John (John Kinder Gowran)",http://viaf.org/viaf/109287040,http://id.loc.gov/authorities/names/n50022132,http://isni.org/isni/0000000109328836,http://catalogue.bnf.fr/ark:/12148/cb122249072,http://d-nb.info/gnd/124135048,http://www.wikidata.org/entity/Q6257528,https://de.wikipedia.org/wiki/John_Shearman
Shearman J.K.G.,"Shearman, John (John Kinder Gowran)",http://viaf.org/viaf/109287040,http://id.loc.gov/authorities/names/n50022132,http://isni.org/isni/0000000109328836,http://catalogue.bnf.fr/ark:/12148/cb122249072,http://d-nb.info/gnd/124135048,http://www.wikidata.org/entity/Q6257528,https://de.wikipedia.org/wiki/John_Shearman
Silberman A.,"Silberman, Abris",http://viaf.org/viaf/25408338,,,,http://d-nb.info/gnd/119239590,,
Silberman E.,"Silberman,Elkan",,,,,,,
Simari M.,"Simari, Maria Matilde",http://viaf.org/viaf/8552401,http://id.loc.gov/authorities/names/nr94032230,http://isni.org/isni/0000000054554659,,http://d-nb.info/gnd/132621207,,
Sirén O.,"Sirén, Oslvald",http://viaf.org/viaf/33032778,http://id.loc.gov/authorities/names/n50025578,http://isni.org/isni/0000000121270550,http://catalogue.bnf.fr/ark:/12148/cb12373437k,http://d-nb.info/gnd/124281419,http://www.wikidata.org/entity/Q733791,https://da.wikipedia.org/wiki/Osvald_Sir\u00e9n
Siviero R.,"Siviero, Rodolfo",http://viaf.org/viaf/44326972,http://id.loc.gov/authorities/names/n84219158,http://isni.org/isni/0000000061283762,http://catalogue.bnf.fr/ark:/12148/cb12097652w,http://d-nb.info/gnd/119367807,http://www.wikidata.org/entity/Q3438266,https://en.wikipedia.org/wiki/Rodolfo_Siviero
Skubiszewska M.,"Skubiszewska, Maria",http://viaf.org/viaf/94272149,http://id.loc.gov/authorities/names/n86128181,http://isni.org/isni/0000000117760522,http://catalogue.bnf.fr/ark:/12148/cb13486299t,http://d-nb.info/gnd/1044670762,,
Spielman I.,"Spielmann, Isidore",http://viaf.org/viaf/15148109,http://id.loc.gov/authorities/names/no00084726,http://isni.org/isni/0000000066656222,,http://d-nb.info/gnd/101921136,http://www.wikidata.org/entity/Q24996674,https://en.wikipedia.org/wiki/Isidore_Spielmann
Stanzani A.,"Stanzani, Anna",http://viaf.org/viaf/19774088,http://id.loc.gov/authorities/names/nr91001839,http://isni.org/isni/0000000050838611,http://catalogue.bnf.fr/ark:/12148/cb12452716z,,,
Stechow W.,"Stechow, Wolfgang, 1896-1974",http://viaf.org/viaf/35228500,http://id.loc.gov/authorities/names/n50024323,http://isni.org/isni/0000000108873568,http://catalogue.bnf.fr/ark:/12148/cb11925452t,http://d-nb.info/gnd/117224561,http://www.wikidata.org/entity/Q120510,https://de.wikipedia.org/wiki/Wolfgang_Stechow
Strinati C.,"Strinati, Claudio",http://viaf.org/viaf/24649292,http://id.loc.gov/authorities/names/n82037936,http://isni.org/isni/0000000117511876,http://catalogue.bnf.fr/ark:/12148/cb12203715g,,http://www.wikidata.org/entity/Q18224677,https://fr.wikipedia.org/wiki/Claudio_Strinati
Suida Manning B.,"Suida Manning, Bertina",http://viaf.org/viaf/3769310,http://id.loc.gov/authorities/names/n80045997,http://isni.org/isni/0000000085923920,,http://d-nb.info/gnd/123587956,,
Suida W.,"Suida, Wilhelm, 1877-1959",http://viaf.org/viaf/50058836,http://id.loc.gov/authorities/names/n88639402,http://isni.org/isni/0000000108998555,,http://d-nb.info/gnd/120508664,http://www.wikidata.org/entity/Q18224681,https://it.wikipedia.org/wiki/William_Suida
Tanzi M.,"Tanzi, Marco",http://viaf.org/viaf/12437156,http://id.loc.gov/authorities/names/n83018109,http://isni.org/isni/0000000108708511,http://catalogue.bnf.fr/ark:/12148/cb12942831s,http://d-nb.info/gnd/1075021480,,
Tarchiani N.,"Tarchiani, Nello.",http://viaf.org/viaf/227766317,http://id.loc.gov/authorities/names/n85295177,http://isni.org/isni/0000000363713502,http://catalogue.bnf.fr/ark:/12148/cb129956659,http://d-nb.info/gnd/127957782,http://www.wikidata.org/entity/Q19754046,https://it.wikipedia.org/wiki/Nello_Tarchiani
Tartarotti G.,"Tartarotti, Girolamo",http://viaf.org/viaf/32272167,http://id.loc.gov/authorities/names/n86811967,http://isni.org/isni/0000000061415489,http://catalogue.bnf.fr/ark:/12148/cb15002305w,http://d-nb.info/gnd/119335522,http://www.wikidata.org/entity/Q1527067,https://de.wikipedia.org/wiki/Girolamo_Tartarotti
Tempestini A.,"Tempestini, Anchise",http://viaf.org/viaf/17292210,http://id.loc.gov/authorities/names/n92118861,http://isni.org/isni/0000000116004071,http://catalogue.bnf.fr/ark:/12148/cb123211884,,,
Testori G.,"Testori, Giovanni",http://viaf.org/viaf/64048443,http://id.loc.gov/authorities/names/n79006460,http://isni.org/isni/000000012136467X,http://catalogue.bnf.fr/ark:/12148/cb121747526,http://d-nb.info/gnd/118801686,http://www.wikidata.org/entity/Q3768220,https://en.wikipedia.org/wiki/Giovanni_Testori
Thieme U.,"Thieme, Ulrich",http://viaf.org/viaf/51779512,http://id.loc.gov/authorities/names/n82148128,http://isni.org/isni/0000000109007696,http://catalogue.bnf.fr/ark:/12148/cb12424950j,http://d-nb.info/gnd/119394766,http://www.wikidata.org/entity/Q109174,https://de.wikipedia.org/wiki/Ulrich_Thieme
Tietze H.,"Tietze, Hans, 1880-1954",http://viaf.org/viaf/64086392,http://id.loc.gov/authorities/names/n84059969,http://isni.org/isni/0000000109090119,http://catalogue.bnf.fr/ark:/12148/cb123774513,http://d-nb.info/gnd/117381845,http://www.wikidata.org/entity/Q1425008,https://de.wikipedia.org/wiki/Hans_Tietze
Titi F.,"Titi, Filippo",http://viaf.org/viaf/358441,http://id.loc.gov/authorities/names/n80081474,http://isni.org/isni/0000000079693591,http://catalogue.bnf.fr/ark:/12148/cb13479702h,http://d-nb.info/gnd/134081404,http://www.wikidata.org/entity/Q5448740,https://en.wikipedia.org/wiki/Filippo_Titi
Todini F.,"Todini, Filippo",http://viaf.org/viaf/6297136,http://id.loc.gov/authorities/names/n82255308,http://isni.org/isni/000000008076211X,,,,
Torriti P.,"Torriti, Pietro",http://viaf.org/viaf/32046623,http://id.loc.gov/authorities/names/n79143030,http://isni.org/isni/0000000116156462,http://catalogue.bnf.fr/ark:/12148/cb12213572z,http://d-nb.info/gnd/129998214,,
Torselli G.,"Torselli, Giorgio",http://viaf.org/viaf/16115517,http://id.loc.gov/authorities/names/n82084173,http://isni.org/isni/0000000115998465,,,,
Toscano B.,"Toscano, Bruno.",http://viaf.org/viaf/69060588,http://id.loc.gov/authorities/names/n86112315,http://isni.org/isni/0000000109125780,http://catalogue.bnf.fr/ark:/12148/cb12930412q,http://d-nb.info/gnd/13030865X,http://www.wikidata.org/entity/Q17285735,https://it.wikipedia.org/wiki/Bruno_Toscano
Trezzani L.,"Trezzani, Ludovica",http://viaf.org/viaf/32148771,http://id.loc.gov/authorities/names/n82029994,http://isni.org/isni/0000000081114982,http://catalogue.bnf.fr/ark:/12148/cb13481026v,,,
Troche G.,"Troche, Ernst G&#xFC;nter (1909-1971)",http://viaf.org/viaf/37887232,http://id.loc.gov/authorities/names/n85305113,http://isni.org/isni/0000000066819941,,http://d-nb.info/gnd/125672578,http://www.wikidata.org/entity/Q1358420,https://de.wikipedia.org/wiki/Ernst_G\u00c3\u00bcnter_Troche
Tufts E.M.,"Tufts, Eleanor",http://viaf.org/viaf/62905787,http://id.loc.gov/authorities/names/n82214021,http://isni.org/isni/0000000374244553,,,http://www.wikidata.org/entity/Q23620101,https://en.wikipedia.org/wiki/Eleanor_Tufts
Tumidei S.,"Tumidei, Stefano",http://viaf.org/viaf/24759769,http://id.loc.gov/authorities/names/n99013742,http://isni.org/isni/0000000061516335,http://catalogue.bnf.fr/ark:/12148/cb135225717,http://d-nb.info/gnd/1111640300,,
Valcanover F.,"Valcanover, Francesco",http://viaf.org/viaf/32003886,http://id.loc.gov/authorities/names/n83138367,http://isni.org/isni/0000000108846236,http://catalogue.bnf.fr/ark:/12148/cb11927447q,http://d-nb.info/gnd/172430461,,
Valgimigli G.M.,"Valgimigli, Gian Marcello",http://viaf.org/viaf/238095115,,http://isni.org/isni/0000000385496967,,,,
Van Marle R.,"Marle, Raimond &#x98;van&#x9C; 1888-1936",http://viaf.org/viaf/69714804,http://id.loc.gov/authorities/names/nr94009298,http://isni.org/isni/0000000109131021,,http://d-nb.info/gnd/117722847,http://www.wikidata.org/entity/Q19630761,https://fr.wikipedia.org/wiki/Raimond_van_Marle
Vanoli P.,"Vanoli, Paolo",http://viaf.org/viaf/224144783019421996488,http://id.loc.gov/authorities/names/no2007133747,http://isni.org/isni/0000000061562286,http://catalogue.bnf.fr/ark:/12148/cb170112035,http://d-nb.info/gnd/1078269262,,
Vasari G.,"Vasari, Giorgio, 1511-1574.",http://viaf.org/viaf/46768219,http://id.loc.gov/authorities/names/n79084160,http://isni.org/isni/0000000121309590,http://catalogue.bnf.fr/ark:/12148/cb119277288,http://d-nb.info/gnd/118626213,http://www.wikidata.org/entity/Q128027,https://af.wikipedia.org/wiki/Giorgio_Vasari
Vasco Rocca S.,"Vasco Rocca, Sandra.",http://viaf.org/viaf/14939533,http://id.loc.gov/authorities/names/n82038280,http://isni.org/isni/000000011598774X,http://catalogue.bnf.fr/ark:/12148/cb135669714,,,
Venturi A.,"Venturi, Adolfo, 1856-1941.",http://viaf.org/viaf/32035510,http://id.loc.gov/authorities/names/n86130406,http://isni.org/isni/0000000122780341,FRBNF121592563,http://d-nb.info/gnd/119320185,http://www.wikidata.org/entity/Q2824734,https://ca.wikipedia.org/wiki/Adolfo_Venturi
Venturi L.,"Venturi, Lionello",http://viaf.org/viaf/18634,http://id.loc.gov/authorities/names/n79115540,http://isni.org/isni/0000000108608094,http://catalogue.bnf.fr/ark:/12148/cb11927889r,http://d-nb.info/gnd/119463423,http://www.wikidata.org/entity/Q2527217,https://bg.wikipedia.org/wiki/\u041b\u0438\u043e\u043d\u0435\u043b\u043e_\u0412\u0435\u043d\u0442\u0443\u0440\u0438
Vertova L.,"Vertova, Luisa",http://viaf.org/viaf/71952401,http://id.loc.gov/authorities/names/n82037500,http://isni.org/isni/0000000116699264,,,,
Vezzoli G.A.,"Vezzoli, Giovanni",http://viaf.org/viaf/288484731,,http://isni.org/isni/0000000394086919,,,,
Vial M.P.,"Vial, Marie-Paule",http://viaf.org/viaf/36942771,http://id.loc.gov/authorities/names/nr88003870,http://isni.org/isni/0000000046336352,http://catalogue.bnf.fr/ark:/12148/cb12078156q,,,
Viale V.,"Viale, Vittorio, 1891-1977",http://viaf.org/viaf/15930279,http://id.loc.gov/authorities/names/n87912575,http://isni.org/isni/0000000110217279,,http://d-nb.info/gnd/132404389,http://www.wikidata.org/entity/Q4015577,https://it.wikipedia.org/wiki/Vittorio_Viale
Vignola F.N.,"Vignola, Filippo Nereo",http://viaf.org/viaf/307363038,,,,,,
Villers C.,"Villers, Caroline",http://viaf.org/viaf/14651005,http://id.loc.gov/authorities/names/nr94011535,http://isni.org/isni/0000000084294800,,http://d-nb.info/gnd/142619205,,
Viroli G.,"Viroli, Giordano",http://viaf.org/viaf/41919205,http://id.loc.gov/authorities/names/n82140929,http://isni.org/isni/0000000116283242,FRBNF123722518,,,
Vodret R.,"Vodret Adamo, Rossella",http://viaf.org/viaf/12474462,http://id.loc.gov/authorities/names/nr89010230,http://isni.org/isni/0000000107773821,http://catalogue.bnf.fr/ark:/12148/cb13573250q,http://d-nb.info/gnd/132794845,http://www.wikidata.org/entity/Q20948745,
Volpe C.,"Volpe, Carlo",http://viaf.org/viaf/88782206,http://id.loc.gov/authorities/names/n80001446,http://isni.org/isni/0000000083451771,http://catalogue.bnf.fr/ark:/12148/cb12354574w,http://d-nb.info/gnd/1023048841,,
Voltini G. et al.,"Voltini, Giorgio",http://viaf.org/viaf/1495583,http://id.loc.gov/authorities/names/n86113330,http://isni.org/isni/0000000034633376,,,,
Von Hadeln D.,"Hadeln, Detlev &#x98;von&#x9C; 1878-1935",http://viaf.org/viaf/20703571,http://id.loc.gov/authorities/names/nr95033946,http://isni.org/isni/0000000108557872,,http://d-nb.info/gnd/116358033,,
Von Holst C.,"Holst, Christian von",http://viaf.org/viaf/14806180,http://id.loc.gov/authorities/names/n83199624,http://isni.org/isni/0000000115983300,http://catalogue.bnf.fr/ark:/12148/cb12137962z,http://d-nb.info/gnd/108080943,http://www.wikidata.org/entity/Q1082501,https://de.wikipedia.org/wiki/Christian_von_Holst
Von der Bercken Y.E.,"Bercken, Erich von der",http://viaf.org/viaf/74595227,http://id.loc.gov/authorities/names/no2015069874,http://isni.org/isni/0000000109164907,,http://d-nb.info/gnd/116125144,,
Voss H.,"Voss, Hermann",http://viaf.org/viaf/44473159,http://id.loc.gov/authorities/names/n2004021237,http://isni.org/isni/0000000108935079,http://catalogue.bnf.fr/ark:/12148/cb13611733z,http://d-nb.info/gnd/117450502,http://www.wikidata.org/entity/Q1612982,https://de.wikipedia.org/wiki/Hermann_Voss_(Kunsthistoriker)
Waagen G.F.,"Waagen, Gustav Friedrich, 1794-1868",http://viaf.org/viaf/62316937,http://id.loc.gov/authorities/names/n84057198,http://isni.org/isni/0000000107825740,http://catalogue.bnf.fr/ark:/12148/cb12000725q,http://d-nb.info/gnd/118628038,http://www.wikidata.org/entity/Q317971,https://da.wikipedia.org/wiki/Gustav_Friedrich_Waagen
Waldman L.A.,"Waldman, Louis Alexander",http://viaf.org/viaf/74137801,http://id.loc.gov/authorities/names/nr2001008610,http://isni.org/isni/0000000116727632,http://catalogue.bnf.fr/ark:/12148/cb15050687f,http://d-nb.info/gnd/142816914,http://www.wikidata.org/entity/Q6686582,https://en.wikipedia.org/wiki/Louis_A._Waldman
Wallace W.E.,"Wallace, William Edward",http://viaf.org/viaf/37006873,http://id.loc.gov/authorities/names/n93049216,http://isni.org/isni/0000000114419804,http://catalogue.bnf.fr/ark:/12148/cb12419590p,http://d-nb.info/gnd/121104958,,
Ward Neilson N.,"Neilson, Nancy Ward",http://viaf.org/viaf/70197090,http://id.loc.gov/authorities/names/n79007349,http://isni.org/isni/0000000021833416,,,,
Westphal D.,"Westphal, Dorothee",http://viaf.org/viaf/306176108,,http://isni.org/isni/000000039753721X,,,,
Wethey H.E.,"Wethey, Harold Edwin",http://viaf.org/viaf/17307437,http://id.loc.gov/authorities/names/n85306965,http://isni.org/isni/0000000120216982,http://catalogue.bnf.fr/ark:/12148/cb12396797d,http://d-nb.info/gnd/1012856682,http://www.wikidata.org/entity/Q555678,https://ca.wikipedia.org/wiki/Harold_Wethey
Wilczek K.,"Wilczek, Karl",http://viaf.org/viaf/52708313,,http://isni.org/isni/0000000014288667,,http://d-nb.info/gnd/127327460,,
Wingenroth M.,"Wingenroth, Max",http://viaf.org/viaf/22918381,,http://isni.org/isni/0000000110226263,,http://d-nb.info/gnd/117403466,http://www.wikidata.org/entity/Q19219215,https://de.wikipedia.org/wiki/Max_Wingenroth
Zabert Galleria Dipinti Antichi,Zabert Galleria Dipinti Antichi,http://viaf.org/viaf/167590478,,,,http://d-nb.info/gnd/815921-X,,
Zaist G.B.,"Zaist, Giovanni Battista",http://viaf.org/viaf/49576132,http://id.loc.gov/authorities/names/nr99006028,http://isni.org/isni/0000000061246697,http://catalogue.bnf.fr/ark:/12148/cb10518710d,http://d-nb.info/gnd/1052853854,http://www.wikidata.org/entity/Q16859661,https://en.wikipedia.org/wiki/Giovanni_Battista_Zaist
Zamboni S.,"Zamboni, Silla",http://viaf.org/viaf/21289761,http://id.loc.gov/authorities/names/n89653202,http://isni.org/isni/0000000032817382,,,,
Zampetti P.,"Zampetti, Pietro",http://viaf.org/viaf/22154924,http://id.loc.gov/authorities/names/n50014717,http://isni.org/isni/0000000117503729,http://catalogue.bnf.fr/ark:/12148/cb12021936k,http://d-nb.info/gnd/123288134,,
Zanardi B.,"Zanardi, Bruno",http://viaf.org/viaf/49366612,http://id.loc.gov/authorities/names/n82255309,http://isni.org/isni/0000000117623296,http://catalogue.bnf.fr/ark:/12148/cb131961110,http://d-nb.info/gnd/131603825,http://www.wikidata.org/entity/Q17308504,https://it.wikipedia.org/wiki/Bruno_Zanardi
Zani C.,"Zani, Carlo",http://viaf.org/viaf/243961026,http://id.loc.gov/authorities/names/n82153433,http://isni.org/isni/000000038561613X,,,,
Zannandreis D.,"Zannandreis, Diego",http://viaf.org/viaf/66896984,,http://isni.org/isni/0000000004106073,,http://d-nb.info/gnd/104169265,,
Zappia C.,"Zappia, Caterina",http://viaf.org/viaf/38073280,http://id.loc.gov/authorities/names/n86120406,http://isni.org/isni/0000000028819561,http://catalogue.bnf.fr/ark:/12148/cb145684465,http://d-nb.info/gnd/132233916,,
Zeri F.,"Zeri, Federico",http://viaf.org/viaf/17237451,http://id.loc.gov/authorities/names/n50014073,http://isni.org/isni/0000000122769898,http://catalogue.bnf.fr/ark:/12148/cb12027091p,http://d-nb.info/gnd/11932184X,http://www.wikidata.org/entity/Q1089074,https://en.wikipedia.org/wiki/Federico_Zeri
Zezza A.,"Zezza, Andrea",http://viaf.org/viaf/22394261,http://id.loc.gov/authorities/names/nr91010910,http://isni.org/isni/0000000116064365,http://catalogue.bnf.fr/ark:/12148/cb14616674m,http://d-nb.info/gnd/14367868X,,
Zucchini G.,"Zucchini, Guido",http://viaf.org/viaf/88736942,http://id.loc.gov/authorities/names/no99067985,http://isni.org/isni/000000006630418X,,,,
A. Bacchi,"Bacchi, Andrea",http://viaf.org/viaf/66607157,http://id.loc.gov/authorities/names/nr92021888,http://isni.org/isni/0000000062994646,http://catalogue.bnf.fr/ark:/12148/cb131831352,http://d-nb.info/gnd/135633834,,
A. Ballarin,"Ballarin, Alessandro",http://viaf.org/viaf/74159959,http://id.loc.gov/authorities/names/n85158426,http://isni.org/isni/0000000110710055,http://catalogue.bnf.fr/ark:/12148/cb15518721r,http://d-nb.info/gnd/132050110,,
A. Briganti,"Briganti, Giuliano",http://viaf.org/viaf/19752554,http://id.loc.gov/authorities/names/n79135405,http://isni.org/isni/0000000108765575,http://catalogue.bnf.fr/ark:/12148/cb12348104c,http://d-nb.info/gnd/119345404,http://www.wikidata.org/entity/Q3769356,https://en.wikipedia.org/wiki/Giuliano_Briganti
A. C. Quintavalle,"Quintavalle, Arturo Carlo, 1936-....",http://viaf.org/viaf/34461913,http://id.loc.gov/authorities/names/n80035706,http://isni.org/isni/0000000108862092,http://catalogue.bnf.fr/ark:/12148/cb11920914f,http://d-nb.info/gnd/127379789,http://www.wikidata.org/entity/Q3659022,https://it.wikipedia.org/wiki/Arturo_Carlo_Quintavalle
A. Cecconi,"Cecconi, Angelo",http://viaf.org/viaf/171457709,http://id.loc.gov/authorities/names/no2015091728,http://isni.org/isni/0000000453073852,,http://d-nb.info/gnd/1012485862,,
A. De Marchi,"De Marchi, Andrea, 1947-....",http://viaf.org/viaf/65564097,http://id.loc.gov/authorities/names/n88167760,http://isni.org/isni/0000000082530945,,http://d-nb.info/gnd/1026746515,,
A. Emiliani,"Emiliani, Andrea, 1931-....",http://viaf.org/viaf/39389491,http://id.loc.gov/authorities/names/n80024300,http://isni.org/isni/0000000121288048,http://catalogue.bnf.fr/ark:/12148/cb12018599v,http://d-nb.info/gnd/123659884,http://www.wikidata.org/entity/Q3615689,https://de.wikipedia.org/wiki/Andrea_Emiliani
A. Martini,"Martini, Alberto",http://viaf.org/viaf/160658181,,http://isni.org/isni/0000000453027987,,,,
A. Morassi,"Morassi, Antonio",http://viaf.org/viaf/110466391,http://id.loc.gov/authorities/names/n79084184,http://isni.org/isni/0000000109346495,http://catalogue.bnf.fr/ark:/12148/cb125134261,http://d-nb.info/gnd/122777522,http://www.wikidata.org/entity/Q19997480,https://fr.wikipedia.org/wiki/Antonio_Morassi
A. Moschetti,"Moschetti, Alessandro, sec. XIX",http://viaf.org/viaf/54053785,http://id.loc.gov/authorities/names/nr97016393,http://isni.org/isni/0000000049453239,,,,
A. Mayer,"Mayer, August Liebmann, 1885-1944",http://viaf.org/viaf/102317582,http://id.loc.gov/authorities/names/nr88011775,http://isni.org/isni/0000000115794139,http://catalogue.bnf.fr/ark:/12148/cb10572156v,http://d-nb.info/gnd/117542563,http://www.wikidata.org/entity/Q762753,https://de.wikipedia.org/wiki/August_Liebmann_Mayer
A. Nova,"Nova, Alessandro",http://viaf.org/viaf/7528840,http://id.loc.gov/authorities/names/n85010790,http://isni.org/isni/0000000110206617,http://catalogue.bnf.fr/ark:/12148/cb131831321,http://d-nb.info/gnd/132645750,http://www.wikidata.org/entity/Q2641125,https://de.wikipedia.org/wiki/Alessandro_Nova
A. Pigler,"Pigler, Andor, 1899-1992",http://viaf.org/viaf/69015354,http://id.loc.gov/authorities/names/n81087129,http://isni.org/isni/0000000109123646,http://catalogue.bnf.fr/ark:/12148/cb12401304k,http://d-nb.info/gnd/1059423340,http://www.wikidata.org/entity/Q125893,https://eo.wikipedia.org/wiki/Andor_Pigler
A. Pinelli,"Pinelli, Antonio",http://viaf.org/viaf/19724658,http://id.loc.gov/authorities/names/n93096865,http://isni.org/isni/0000000121230698,http://catalogue.bnf.fr/ark:/12148/cb12195627c,http://d-nb.info/gnd/131848275,,
A. Porcella,"Porcella, Amadore",http://viaf.org/viaf/88922387,,http://isni.org/isni/000000006164445X,,,,
A. Santangelo,"Santangelo, Antonino",http://viaf.org/viaf/88794446,http://id.loc.gov/authorities/names/no2009122060,,,http://d-nb.info/gnd/138642613,,
A. Stange,"Stange, Alfred",http://viaf.org/viaf/66540999,http://id.loc.gov/authorities/names/n80138001,http://isni.org/isni/0000000109106408,http://catalogue.bnf.fr/ark:/12148/cb12350377d,http://d-nb.info/gnd/117210013,http://www.wikidata.org/entity/Q2645936,https://de.wikipedia.org/wiki/Alfred_Stange
A. Venturi,"Venturi, Adolfo, 1856-1941.",http://viaf.org/viaf/32035510,http://id.loc.gov/authorities/names/n86130406,http://isni.org/isni/0000000122780341,FRBNF121592563,http://d-nb.info/gnd/119320185,http://www.wikidata.org/entity/Q2824734,https://ca.wikipedia.org/wiki/Adolfo_Venturi
A. Tempestini,"Tempestini, Anchise",http://viaf.org/viaf/17292210,http://id.loc.gov/authorities/names/n92118861,http://isni.org/isni/0000000116004071,http://catalogue.bnf.fr/ark:/12148/cb123211884,,,
A.G. De Marchi,"De Marchi, Andrea, 1947-....",http://viaf.org/viaf/65564097,http://id.loc.gov/authorities/names/n88167760,http://isni.org/isni/0000000082530945,,http://d-nb.info/gnd/1026746515,,
A.L. Mayer,"Mayer, August Liebmann, 1885-1944",http://viaf.org/viaf/102317582,http://id.loc.gov/authorities/names/nr88011775,http://isni.org/isni/0000000115794139,http://catalogue.bnf.fr/ark:/12148/cb10572156v,http://d-nb.info/gnd/117542563,http://www.wikidata.org/entity/Q762753,https://de.wikipedia.org/wiki/August_Liebmann_Mayer
A.O. Quintavalle,"Quintavalle, Armando Ottaviano, 1894-19..",http://viaf.org/viaf/37955491,http://id.loc.gov/authorities/names/nr2003038607,http://isni.org/isni/0000000062992261,,http://d-nb.info/gnd/127919821,,
Asta Ader Picard Tajan,"Ader, Picard, Tajan",http://viaf.org/viaf/159484908,http://id.loc.gov/authorities/names/n83139015,http://isni.org/isni/0000000121959040,http://catalogue.bnf.fr/ark:/12148/cb12237809d,http://d-nb.info/gnd/1085897125,,
Asta Algranti,Gallerie Salamon Agustoni Algranti (Milano),http://viaf.org/viaf/127666778,http://id.loc.gov/authorities/names/n86016132,http://isni.org/isni/000000010658894X,,http://d-nb.info/gnd/1085731278,,
Asta American Art Association,"American Art Association, Anderson Galleries (Firm)",http://viaf.org/viaf/152438054,http://id.loc.gov/authorities/names/n80020594,,,http://d-nb.info/gnd/16139588-0,,
Asta Ball-Graupe,"Hermann Ball, Paul Graupe (Berlin)",http://viaf.org/viaf/164678894,,,,http://d-nb.info/gnd/1086569180,,
Asta Bonhams,Bonhams & Brooks Ltd.,http://viaf.org/viaf/168584150,http://id.loc.gov/authorities/names/nr2001048814,http://isni.org/isni/0000000122045478,http://catalogue.bnf.fr/ark:/12148/cb14405316t,http://d-nb.info/gnd/4829612-0,http://www.wikidata.org/entity/Q892447,https://de.wikipedia.org/wiki/Bonhams
Asta Böhler,Julius Böhler (Firm),http://viaf.org/viaf/131748592,http://id.loc.gov/authorities/names/n88114111,http://isni.org/isni/0000000090263963,,http://d-nb.info/gnd/2046145-8,,
Asta Christie's,"Christie, Manson and Woods",http://viaf.org/viaf/143640357,http://id.loc.gov/authorities/names/n50076801,http://isni.org/isni/0000000121743397,,http://d-nb.info/gnd/32760-8,,
Asta De Crescenzo,De Crescenzo & Viesti (Rome),http://viaf.org/viaf/139946859,http://id.loc.gov/authorities/names/no2009034272,,,,,
Asta Dorotheum,Dorotheum,http://viaf.org/viaf/143109720,http://id.loc.gov/authorities/names/n83214362,http://isni.org/isni/0000000121737982,http://catalogue.bnf.fr/ark:/12148/cb145717633,http://d-nb.info/gnd/2058319-9,,
Asta Drouot,Drouot Estimations (Firm),http://viaf.org/viaf/133428544,http://id.loc.gov/authorities/names/nr2003037895,http://isni.org/isni/0000000123239573,http://catalogue.bnf.fr/ark:/12148/cb14510110c,http://d-nb.info/gnd/10000152-X,,
Asta Drouot Montaigne,Drouot Montaigne (Firm),http://viaf.org/viaf/137904886,http://id.loc.gov/authorities/names/no97050548,,,http://d-nb.info/gnd/3005836-3,,
Asta Drouot Richelieu,Drouot Richelieu,http://viaf.org/viaf/264214285,,,,http://d-nb.info/gnd/3005837-5,http://www.wikidata.org/entity/Q1412692,https://ar.wikipedia.org/wiki/\u0631\u064a\u0634\u0644\u064a\u0648_-_\u062f\u0631\u0648\u0648_(\u0645\u062a\u0631\u0648_\u0628\u0627\u0631\u064a\u0633)
Asta Farsetti,Farsettiarte (Gallery),http://viaf.org/viaf/159862318,http://id.loc.gov/authorities/names/nr96005534,,,,,
Asta Finarte,Finarte,http://viaf.org/viaf/168162690,http://id.loc.gov/authorities/names/n88617554,,,http://d-nb.info/gnd/1086851633,,
Asta Fischer,Asta Fischer,http://viaf.org/viaf/141530959,http://id.loc.gov/authorities/names/nr2001031809,http://isni.org/isni/0000000121714801,,http://d-nb.info/gnd/1085764729,,
Asta Frederik Muller,Asta Frederik Muller,http://viaf.org/viaf/64183474,http://id.loc.gov/authorities/names/n96800066,http://isni.org/isni/000000010909470X,http://catalogue.bnf.fr/ark:/12148/cb13736183n,http://d-nb.info/gnd/117180645,http://www.wikidata.org/entity/Q2379463,https://en.wikipedia.org/wiki/Frederik_Muller
Asta Frederik Muller,Asta Frederik Muller,http://viaf.org/viaf/64183474,http://id.loc.gov/authorities/names/n96800066,http://isni.org/isni/000000010909470X,http://catalogue.bnf.fr/ark:/12148/cb13736183n,http://d-nb.info/gnd/117180645,http://www.wikidata.org/entity/Q2379463,https://en.wikipedia.org/wiki/Frederik_Muller
