name,label,viaf,lc,isni,bnf,dnb,wd,wikipedia
AA.VV.,AA.VV.,,,,,,,
Abbate F.,"Abbate, Francesco",http://viaf.org/viaf/59256409,http://id.loc.gov/authorities/names/n50039863,http://isni.org/isni/0000000109061676,http://catalogue.bnf.fr/ark:/12148/cb13602336x,http://d-nb.info/gnd/13234050X,,
Agosti G.,"Agosti, Giovanni",http://viaf.org/viaf/6081334,http://id.loc.gov/authorities/names/n86044877,http://isni.org/isni/0000000110366821,http://catalogue.bnf.fr/ark:/12148/cb12181839r,http://d-nb.info/gnd/131983725,http://www.wikidata.org/entity/Q3766351,https://it.wikipedia.org/wiki/Giovanni_Agosti
Agostini G.,"Agostini, Grazia",http://viaf.org/viaf/34588840,http://id.loc.gov/authorities/names/n79044883,http://isni.org/isni/0000000021025750,http://catalogue.bnf.fr/ark:/12148/cb129379103,,,
Agus L.,"Agus, Luigi",http://viaf.org/viaf/63347151,http://id.loc.gov/authorities/names/n2001001056,http://isni.org/isni/0000000082500324,,http://d-nb.info/gnd/142549266,,
Albricci G.,"Albricci, Gioconda",http://viaf.org/viaf/166714566,,http://isni.org/isni/0000000113991622,,,,
Alexandre A.,"Alexandre, Arséene",http://viaf.org/viaf/142432,http://id.loc.gov/authorities/names/n83132619,http://isni.org/isni/000000011019779X,http://catalogue.bnf.fr/ark:/12148/cb12956187n,http://d-nb.info/gnd/1055255192,http://www.wikidata.org/entity/Q2864441,https://en.wikipedia.org/wiki/Ars\u00e8ne_Alexandre
Alizeri F.,"Alizeri, Federigo",http://viaf.org/viaf/42640026,http://id.loc.gov/authorities/names/nr91040036,http://isni.org/isni/0000000063186050,,http://d-nb.info/gnd/11907446X,http://www.wikidata.org/entity/Q3741599,https://it.wikipedia.org/wiki/Federico_Alizeri
Angelelli W.,"Angelelli, Walter",http://viaf.org/viaf/18894337,http://id.loc.gov/authorities/names/n93059240,http://isni.org/isni/0000000073259444,http://catalogue.bnf.fr/ark:/12148/cb12988644v,http://d-nb.info/gnd/140142711,,
Anonimo,Anonimo,,,,,,,
Antal F.,"Antal, Frederick",http://viaf.org/viaf/3340011,http://id.loc.gov/authorities/names/n80050720,http://isni.org/isni/0000000117378892,,http://d-nb.info/gnd/12190637X,http://www.wikidata.org/entity/Q215037,https://de.wikipedia.org/wiki/Frederick_Antal
Arcangeli F.,"Arcangeli, Francesco, 1915-1974",http://viaf.org/viaf/4977457,http://id.loc.gov/authorities/names/n82230824,http://isni.org/isni/0000000121186308,http://catalogue.bnf.fr/ark:/12148/cb12197356m,http://d-nb.info/gnd/120908794,http://www.wikidata.org/entity/Q1121086,https://fr.wikipedia.org/wiki/Francesco_Arcangeli_(1915)
Archivio Comunale di Perugia,Archivio storico comunale di Perugia,http://viaf.org/viaf/251711418,,,,,,
Arslan E.,"Arslan, Edoardo",http://viaf.org/viaf/102323734,http://id.loc.gov/authorities/names/n82027947,http://isni.org/isni/0000000109295288,http://catalogue.bnf.fr/ark:/12148/cb12134605k,http://d-nb.info/gnd/136956211,http://www.wikidata.org/entity/Q4018329,https://hy.wikipedia.org/wiki/\u054e\u0561\u0580\u0564_\u0531\u0580\u057d\u056c\u0561\u0576\u0564
Arslan W.,"Arslan, Wart (Edoardo)",http://viaf.org/viaf/102323734,http://id.loc.gov/authorities/names/n82027947,http://isni.org/isni/0000000109295288,http://catalogue.bnf.fr/ark:/12148/cb12134605k,http://d-nb.info/gnd/136956211,http://www.wikidata.org/entity/Q4018329,https://hy.wikipedia.org/wiki/\u054e\u0561\u0580\u0564_\u0531\u0580\u057d\u056c\u0561\u0576\u0564
Arte Antica,"Arte antica, '93",http://viaf.org/viaf/154922244,http://id.loc.gov/authorities/names/n94000948,,,,,
Ashby T.,"Ashby, Thomas, 1874-1931",http://viaf.org/viaf/27195339,http://id.loc.gov/authorities/names/n87900642,http://isni.org/isni/0000000108821557,http://catalogue.bnf.fr/ark:/12148/cb12879176z,http://d-nb.info/gnd/119304783,http://www.wikidata.org/entity/Q442669,https://de.wikipedia.org/wiki/Thomas_Ashby
Auquier P.,"Auquier, Philippe",http://viaf.org/viaf/33231310,http://id.loc.gov/authorities/names/n00067584,http://isni.org/isni/0000000022857057,http://catalogue.bnf.fr/ark:/12148/cb11093413b,,,
Babelon J.,"Babelon, Jean-Pierre, 1931-....",http://viaf.org/viaf/95294496,http://id.loc.gov/authorities/names/n50031109,http://isni.org/isni/0000000121442367,http://catalogue.bnf.fr/ark:/12148/cb118897682,http://d-nb.info/gnd/171962133,http://www.wikidata.org/entity/Q3168950,https://fr.wikipedia.org/wiki/Jean-Pierre_Babelon
Bacchi A.,"Bacchi, Andrea",http://viaf.org/viaf/66607157,http://id.loc.gov/authorities/names/nr92021888,http://isni.org/isni/0000000062994646,http://catalogue.bnf.fr/ark:/12148/cb131831352,http://d-nb.info/gnd/135633834,,
Bacci M.,"Bacci, Mina",http://viaf.org/viaf/79305425,http://id.loc.gov/authorities/names/n79034522,http://isni.org/isni/0000000116786077,,,,
Badt K.,"Badt, Kurt",http://viaf.org/viaf/57405839,http://id.loc.gov/authorities/names/n86844532,http://isni.org/isni/0000000109048738,http://catalogue.bnf.fr/ark:/12148/cb12287816q,http://d-nb.info/gnd/118505742,http://www.wikidata.org/entity/Q1629748,https://de.wikipedia.org/wiki/Kurt_Badt
Baglione G.,"Baglione, Giovanni, 1571?-1644",http://viaf.org/viaf/95297851,http://id.loc.gov/authorities/names/nr90026210,http://isni.org/isni/0000000116901477,http://catalogue.bnf.fr/ark:/12148/cb12216374t,http://d-nb.info/gnd/118977547,http://www.wikidata.org/entity/Q983332,https://de.wikipedia.org/wiki/Giovanni_Baglione
Baldini U.,"Baldini, Umberto.",http://viaf.org/viaf/90126760,http://id.loc.gov/authorities/names/n79127066,http://isni.org/isni/0000000109235541,http://catalogue.bnf.fr/ark:/12148/cb121360658,http://d-nb.info/gnd/132848228,http://www.wikidata.org/entity/Q1081128,https://en.wikipedia.org/wiki/Umberto_Baldini
Baldinucci F.,"Baldinucci, Filippo, 1625-1696",http://viaf.org/viaf/95751085,http://id.loc.gov/authorities/names/n82048857,http://isni.org/isni/0000000121032229,http://catalogue.bnf.fr/ark:/12148/cb13755438t,http://d-nb.info/gnd/11891345X,http://www.wikidata.org/entity/Q979574,https://ca.wikipedia.org/wiki/Filippo_Baldinucci
Ballarin A.,"Ballarin, Alessandro",http://viaf.org/viaf/74159959,http://id.loc.gov/authorities/names/n85158426,http://isni.org/isni/0000000110710055,http://catalogue.bnf.fr/ark:/12148/cb15518721r,http://d-nb.info/gnd/132050110,,
Balzarini M.G.,"Balzarini, Maria Grazia",http://viaf.org/viaf/12460342,http://id.loc.gov/authorities/names/nr97017811,http://isni.org/isni/000000010870932X,http://catalogue.bnf.fr/ark:/12148/cb13492204j,http://d-nb.info/gnd/133541827,,
Bandera Bistoletti S.,"Bandera Bistoletti, Sandrina",http://viaf.org/viaf/39559327,http://id.loc.gov/authorities/names/n88196978,http://isni.org/isni/0000000444566655,http://catalogue.bnf.fr/ark:/12148/cb13773518d,http://d-nb.info/gnd/132878569,,
Banzato D.,"Banzato, Davide.",http://viaf.org/viaf/59136072,http://id.loc.gov/authorities/names/nr88004762,http://isni.org/isni/000000045302353X,http://catalogue.bnf.fr/ark:/12148/cb122325457,http://d-nb.info/gnd/105728145X,,
Barbantini N.,"Barbantini, Nino, 1884-1952.",http://viaf.org/viaf/37806819,http://id.loc.gov/authorities/names/n85301086,http://isni.org/isni/0000000108890536,http://catalogue.bnf.fr/ark:/12148/cb13612172f,http://d-nb.info/gnd/122711637,http://www.wikidata.org/entity/Q3877142,https://it.wikipedia.org/wiki/Nino_Barbantini
Barbieri F.,"Barbieri, Franco",http://viaf.org/viaf/73868526,http://id.loc.gov/authorities/names/n50021114,http://isni.org/isni/0000000121393841,http://catalogue.bnf.fr/ark:/12148/cb120314592,http://d-nb.info/gnd/12989365X,http://www.wikidata.org/entity/Q26197561,https://it.wikipedia.org/wiki/Franco_Barbieri
Bargellesi G.,"Bargellesi, Giacomo",http://viaf.org/viaf/286619296,,http://isni.org/isni/0000000392516452,,,,
Barotti C.,"Barotti, Cesare 1728-1782",http://viaf.org/viaf/75043233,http://id.loc.gov/authorities/names/n86017091,http://isni.org/isni/0000000116734779,,http://d-nb.info/gnd/133480364,,
Barroero L.,"Barroero, Liliana",http://viaf.org/viaf/93292264,http://id.loc.gov/authorities/names/n85385432,http://isni.org/isni/0000000078201516,http://catalogue.bnf.fr/ark:/12148/cb12918966j,http://d-nb.info/gnd/131768913,,
Bartoli F.,"Bartoli, Francesco, 1933-1997",http://viaf.org/viaf/61595294,http://id.loc.gov/authorities/names/n78032569,http://isni.org/isni/000000007976381X,http://catalogue.bnf.fr/ark:/12148/cb12212554s,,http://www.wikidata.org/entity/Q3749603,https://it.wikipedia.org/wiki/Francesco_Bartoli
Battistella F.,"Battistella, Franco",http://viaf.org/viaf/14667456,http://id.loc.gov/authorities/names/nr96016107,http://isni.org/isni/0000000052385265,http://catalogue.bnf.fr/ark:/12148/cb150789539,,,
Becherucci L.,"Becherucci, Luisa",http://viaf.org/viaf/76393562,http://id.loc.gov/authorities/names/n79059398,http://isni.org/isni/0000000109174080,http://catalogue.bnf.fr/ark:/12148/cb12359728g,http://d-nb.info/gnd/126019843,http://www.wikidata.org/entity/Q21849215,https://es.wikipedia.org/wiki/Luisa_Becherucci
Becker F.,"Becker, Felix",http://viaf.org/viaf/7479425,http://id.loc.gov/authorities/names/n82148131,http://isni.org/isni/0000000108671173,http://catalogue.bnf.fr/ark:/12148/cb12424953k,http://d-nb.info/gnd/119394774,http://www.wikidata.org/entity/Q102869,https://de.wikipedia.org/wiki/Felix_Becker_(Kunsthistoriker)
Begni Redona P.V.,"Begni Redona, Pier Virgilio",http://viaf.org/viaf/34492911,http://id.loc.gov/authorities/names/n79149592,http://isni.org/isni/0000000117574199,http://catalogue.bnf.fr/ark:/12148/cb12139631b,http://d-nb.info/gnd/142658286,,
Belloni V.,"Belloni, Venanzio",http://viaf.org/viaf/7232981,http://id.loc.gov/authorities/names/nr88003774,http://isni.org/isni/0000000054538229,,,,
Bellosi L.,"Bellosi, Luciano",http://viaf.org/viaf/120124160,http://id.loc.gov/authorities/names/n84080750,http://isni.org/isni/0000000110334053,http://catalogue.bnf.fr/ark:/12148/cb12056132t,http://d-nb.info/gnd/122620631,http://www.wikidata.org/entity/Q1058859,https://be.wikipedia.org/wiki/\u041b\u0443\u0447\u0430\u043d\u0430_\u0411\u0435\u043b\u043e\u0437\u0456
Beltrami L.,"Beltrami, Luca, 1854-1933",http://viaf.org/viaf/51816463,http://id.loc.gov/authorities/names/n87809441,http://isni.org/isni/0000000109009456,http://catalogue.bnf.fr/ark:/12148/cb12758411c,http://d-nb.info/gnd/121001156,http://www.wikidata.org/entity/Q937875,https://de.wikipedia.org/wiki/Luca_Beltrami
Benezit E.,"B&#xE9;n&#xE9;zit, Emmanuel, 1854-1920",http://viaf.org/viaf/24597750,http://id.loc.gov/authorities/names/nr95019628,http://isni.org/isni/0000000110227135,http://catalogue.bnf.fr/ark:/12148/cb118911978,http://d-nb.info/gnd/133771113,http://www.wikidata.org/entity/Q3052616,https://de.wikipedia.org/wiki/Emmanuel_B\u00e9n\u00e9zit_(Kunsthistoriker)
Benson R.,"Benson, Robert",http://viaf.org/viaf/38296534,http://id.loc.gov/authorities/names/n83178986,http://isni.org/isni/0000000107798973,,http://d-nb.info/gnd/189644753,,
Berenson B.,"Berenson, Bernard, 1865-1959.",http://viaf.org/viaf/9878607,http://id.loc.gov/authorities/names/n79021690,http://isni.org/isni/0000000120990222,http://catalogue.bnf.fr/ark:/12148/cb121114721,http://d-nb.info/gnd/118658344,http://www.wikidata.org/entity/Q359047,https://ar.wikipedia.org/wiki/\u0628\u0631\u0646\u0627\u0631_\u0628\u0631\u0646\u0633\u0646
Bernardi V.,Bernardi V.,,,,,,,
Bernardini F.,Bernardini F.,,,,,,,
Bernardini M.G.,"Bernardini,Maria Grazia",http://viaf.org/viaf/51842221,http://id.loc.gov/authorities/names/n86113364,http://isni.org/isni/0000000115703663,http://catalogue.bnf.fr/ark:/12148/cb13484859r,http://d-nb.info/gnd/136043267,,
Bernardini G.,"Bernardini, Giorgio",http://viaf.org/viaf/88691420,,http://isni.org/isni/0000000062326541,,,,
Bernini Pezzini G.,"Bernini Pezzini, Grazia",http://viaf.org/viaf/41919723,http://id.loc.gov/authorities/names/n85148337,http://isni.org/isni/0000000061322696,http://catalogue.bnf.fr/ark:/12148/cb12375261c,,,
Berti L.,"Berti, Luciano",http://viaf.org/viaf/46757359,http://id.loc.gov/authorities/names/n79059373,http://isni.org/isni/0000000108571578,http://catalogue.bnf.fr/ark:/12148/cb145683566,http://d-nb.info/gnd/13265945X,http://www.wikidata.org/entity/Q3838529,https://it.wikipedia.org/wiki/Luciano_Berti
Bettini S.,"Bettini, Sergio, 1905-1986",http://viaf.org/viaf/56735652,http://id.loc.gov/authorities/names/n88119046,http://isni.org/isni/0000000109042969,FRBNF127555543,http://d-nb.info/gnd/121023885,http://www.wikidata.org/entity/Q3956035,https://it.wikipedia.org/wiki/Sergio_Bettini_(storico_dell'arte)
Bierens de Haan J.C.J.,"Bierens de Haan, J.C. (Johan Carel), 1954-",http://viaf.org/viaf/79163592,http://id.loc.gov/authorities/names/n94111771,http://isni.org/isni/0000000114939607,http://catalogue.bnf.fr/ark:/12148/cb13753006m,http://d-nb.info/gnd/128432578,,
Bodart D.,"Bodart, Didier",http://viaf.org/viaf/35985082,http://id.loc.gov/authorities/names/n87905266,http://isni.org/isni/0000000061319649,,http://d-nb.info/gnd/1051757517,,
Bode W.,"Bode, Wilhelm &#x98;von&#x9C; 1845-1929",http://viaf.org/viaf/5059224,http://id.loc.gov/authorities/names/n50010050,http://isni.org/isni/0000000121187642,http://catalogue.bnf.fr/ark:/12148/cb12839490h,http://d-nb.info/gnd/119034921,http://www.wikidata.org/entity/Q64607,https://ar.wikipedia.org/wiki/\u0641\u0644\u0647\u0644\u0645_\u0641\u0648\u0646_\u0628\u0648\u062f\u0647
Bodmer H.,"Bodmer, Heinrich, 1885-1950",http://viaf.org/viaf/55302329,http://id.loc.gov/authorities/names/nr90019994,http://isni.org/isni/0000000120261513,,http://d-nb.info/gnd/132248115,http://www.wikidata.org/entity/Q18020778,https://de.wikipedia.org/wiki/Heinrich_Bodmer
Bologna F.,"Bologna, Ferdinando",http://viaf.org/viaf/279141483,http://id.loc.gov/authorities/names/n79042232,http://isni.org/isni/0000000384992563,http://catalogue.bnf.fr/ark:/12148/cb12674230c,http://d-nb.info/gnd/119460076,http://www.wikidata.org/entity/Q3742558,https://it.wikipedia.org/wiki/Ferdinando_Bologna
Bombe W.,"Bombe, Walter, 1873-1946",http://viaf.org/viaf/54894824,http://id.loc.gov/authorities/names/no98125847,http://isni.org/isni/0000000061249687,http://catalogue.bnf.fr/ark:/12148/cb108855463,http://d-nb.info/gnd/116237287,,
Borea E.,"Borea, Evelina",http://viaf.org/viaf/56713808,http://id.loc.gov/authorities/names/n86150435,http://isni.org/isni/0000000077288795,FRBNF124930963,http://d-nb.info/gnd/140654267,http://www.wikidata.org/entity/Q3735302,https://en.wikipedia.org/wiki/Evelina_Borea
Borenius T.,"Borenius, Tancred, 1885-1948",http://viaf.org/viaf/24736108,http://id.loc.gov/authorities/names/nr95020005,http://isni.org/isni/0000000108800676,http://catalogue.bnf.fr/ark:/12148/cb130157703,http://d-nb.info/gnd/124281443,http://www.wikidata.org/entity/Q4350667,https://en.wikipedia.org/wiki/Tancred_Borenius
Borghini R.,"Borghini, Raffaello",http://viaf.org/viaf/16144782942156229919,http://id.loc.gov/authorities/names/n82044723,http://isni.org/isni/0000000081356930,http://catalogue.bnf.fr/ark:/12148/cb12463031c,http://d-nb.info/gnd/121080692,http://www.wikidata.org/entity/Q3417359,https://fr.wikipedia.org/wiki/Raffaello_Borghini
Borobia Guerrero M.,"Borobia Guerrero, Mar&#xED;a del Mar",http://viaf.org/viaf/46873514,http://id.loc.gov/authorities/names/n94075400,http://isni.org/isni/0000000079747369,http://catalogue.bnf.fr/ark:/12148/cb12544074n,http://d-nb.info/gnd/132296950,,
Boskovits M.,"Boskovits, Mikl&#xF3;s, 1935-2011.",http://viaf.org/viaf/59212654,http://id.loc.gov/authorities/names/n80081440,http://isni.org/isni/0000000118562595,http://catalogue.bnf.fr/ark:/12148/cb128607093,http://d-nb.info/gnd/14385402X,http://www.wikidata.org/entity/Q848216,https://eo.wikipedia.org/wiki/Mikl\u8d38s_Boskovits
Botta G.,"Botta, Gustavo",http://viaf.org/viaf/59212654,,,,,,
Brambilla Ranise G.,"Brambilla Ranise, Giovanna",http://viaf.org/viaf/23340168,http://id.loc.gov/authorities/names/nr00031208,http://isni.org/isni/0000000055232280,http://catalogue.bnf.fr/ark:/12148/cb15960883c,http://d-nb.info/gnd/133799328,,
Brandi C.,"Brandi, Cesare, 1906-1988.",http://viaf.org/viaf/27077893,http://id.loc.gov/authorities/names/n79021308,http://isni.org/isni/0000000120957991,http://catalogue.bnf.fr/ark:/12148/cb12020606k,http://d-nb.info/gnd/118856979,http://www.wikidata.org/entity/Q1056780,https://de.wikipedia.org/wiki/Cesare_Brandi
Brejon de Lavergnée A.,"Brejon de Lavergn&#xE9;e, Arnauld, 1945- ..",http://viaf.org/viaf/36915341,http://id.loc.gov/authorities/names/n81015771,http://isni.org/isni/0000000108876988,http://catalogue.bnf.fr/ark:/12148/cb118938819,http://d-nb.info/gnd/128854170,http://www.wikidata.org/entity/Q27499745,https://fr.wikipedia.org/wiki/Arnauld_Brejon_de_Lavergn\u00c3\u00a9e
Briganti G.,"Briganti, Giuliano",http://viaf.org/viaf/19752554,http://id.loc.gov/authorities/names/n79135405,http://isni.org/isni/0000000108765575,http://catalogue.bnf.fr/ark:/12148/cb12348104c,http://d-nb.info/gnd/119345404,http://www.wikidata.org/entity/Q3769356,https://en.wikipedia.org/wiki/Giuliano_Briganti
Brigstocke H.,"Brigstocke, Hugh",http://viaf.org/viaf/2686728,http://id.loc.gov/authorities/names/n85033516,http://isni.org/isni/0000000110355583,http://catalogue.bnf.fr/ark:/12148/cb14420444j,http://d-nb.info/gnd/138421838,,
Brinkmann B.,"Brinkmann, B.",http://viaf.org/viaf/108465375,http://id.loc.gov/authorities/names/n85377503,http://isni.org/isni/0000000109313749,,http://d-nb.info/gnd/132802082,http://www.wikidata.org/entity/Q823328,https://de.wikipedia.org/wiki/Bernd_Brinkmann
Brockwell M.W.,"Brockwell, Maurice Walter",http://viaf.org/viaf/52961778,http://id.loc.gov/authorities/names/n79056508,http://isni.org/isni/0000000109724425,,http://d-nb.info/gnd/1055474315,,
Brognoli P.,"Brognoli, Paolo",http://viaf.org/viaf/56957512,http://id.loc.gov/authorities/names/no2010040107,http://isni.org/isni/0000000077286984,,http://d-nb.info/gnd/100433081,,
Brown B.L.,"Brown, Beverly Louise",http://viaf.org/viaf/94673634,http://id.loc.gov/authorities/names/n88074123,http://isni.org/isni/0000000110781259,http://catalogue.bnf.fr/ark:/12148/cb13576706b,http://d-nb.info/gnd/122926102,,
Bruno R.,"Bruno, Raffaele",,,,,,,
Buchanan W.,"Buchanan, William",http://viaf.org/viaf/45189333,http://id.loc.gov/authorities/names/nb2003021987,http://isni.org/isni/0000000043901889,,http://d-nb.info/gnd/122678184,,
Burckhardt J.,"Burckhardt, Jacob, 1818-1897.",http://viaf.org/viaf/51686578,http://id.loc.gov/authorities/names/n79021381,http://isni.org/isni/0000000121326083,http://catalogue.bnf.fr/ark:/12148/cb118945377,http://d-nb.info/gnd/11851752X,http://www.wikidata.org/entity/Q59945,https://als.wikipedia.org/wiki/Jacob_Burckhardt
Béguin S.M.,"Béguin, Sylvie",http://viaf.org/viaf/51685512,http://id.loc.gov/authorities/names/n50006364,http://isni.org/isni/0000000063040465,http://catalogue.bnf.fr/ark:/12148/cb118909648,http://d-nb.info/gnd/123474590,http://www.wikidata.org/entity/Q3507294,https://fr.wikipedia.org/wiki/Sylvie_B\u00c3\u00a9guin
Callegari P.,"Callegari,Paola",http://viaf.org/viaf/42131205,http://id.loc.gov/authorities/names/n95047447,http://isni.org/isni/0000000061322944,http://catalogue.bnf.fr/ark:/12148/cb150735592,http://d-nb.info/gnd/13263032X,,
Calvesi M.,"Calvesi, Maurizio, 1927-....",http://viaf.org/viaf/76312963,http://id.loc.gov/authorities/names/n50031518,http://isni.org/isni/0000000121400140,http://catalogue.bnf.fr/ark:/12148/cb11894888z,http://d-nb.info/gnd/122534239,http://www.wikidata.org/entity/Q1911599,https://de.wikipedia.org/wiki/Maurizio_Calvesi_(Kunsthistoriker)
Camesasca E.,"Camesasca, Ettore",http://viaf.org/viaf/109268654,http://id.loc.gov/authorities/names/n50031553,http://isni.org/isni/0000000115801933,http://catalogue.bnf.fr/ark:/12148/cb11894933z,http://d-nb.info/gnd/1053067577,http://www.wikidata.org/entity/Q10277865,https://pt.wikipedia.org/wiki/Ettore_Camesasca
Campori G.,"Campori, Giuseppe, 1821-1887",http://viaf.org/viaf/46750608,http://id.loc.gov/authorities/names/n87150515,http://isni.org/isni/0000000121308803,http://catalogue.bnf.fr/ark:/12148/cb10429161x,http://d-nb.info/gnd/116436875,http://www.wikidata.org/entity/Q1010831,https://hu.wikipedia.org/wiki/Giuseppe_Campori
Cannon-Brookes P.,"Cannon-Brookes, Peter",http://viaf.org/viaf/19970662,http://id.loc.gov/authorities/names/n50052176,http://isni.org/isni/0000000120173249,http://catalogue.bnf.fr/ark:/12148/cb15077386c,,,
Canova G.,"Canova, Gergana",http://viaf.org/viaf/53213335,http://id.loc.gov/authorities/names/n87847130,http://isni.org/isni/0000000027154916,,http://d-nb.info/gnd/12626659X,,
Caramel L.,"Caramel, Luciano",http://viaf.org/viaf/2514835,http://id.loc.gov/authorities/names/n82050798,http://isni.org/isni/000000010862756X,http://catalogue.bnf.fr/ark:/12148/cb121788784,http://d-nb.info/gnd/1029972427,http://www.wikidata.org/entity/Q3838545,https://en.wikipedia.org/wiki/Luciano_Caramel
Carli E.,"Carli, Enzo",http://viaf.org/viaf/59080019,http://id.loc.gov/authorities/names/n79021147,http://isni.org/isni/000000011445276X,http://catalogue.bnf.fr/ark:/12148/cb11895193v,http://d-nb.info/gnd/11897694X,http://www.wikidata.org/entity/Q3055532,https://fr.wikipedia.org/wiki/Enzo_Carli
Carminati M.,"Carminati, Marco",http://viaf.org/viaf/100311502,,,http://catalogue.bnf.fr/ark:/12148/cb13624777h,http://d-nb.info/gnd/142348031,,
Carocci G.,"Carocci, Guido",http://viaf.org/viaf/114077693,http://id.loc.gov/authorities/names/n80070778,http://isni.org/isni/0000000081821310,,http://d-nb.info/gnd/137990162,http://www.wikidata.org/entity/Q3779219,https://it.wikipedia.org/wiki/Guido_Carocci
Caroli F.,"Caroli, Flavio",http://viaf.org/viaf/79070265,http://id.loc.gov/authorities/names/n79099083,http://isni.org/isni/000000011072369X,http://catalogue.bnf.fr/ark:/12148/cb12168825b,http://d-nb.info/gnd/122534921,http://www.wikidata.org/entity/Q7000070,https://it.wikipedia.org/wiki/Flavio_Caroli
Casadei S.,"Casadei, Sauro",http://viaf.org/viaf/67916522,http://id.loc.gov/authorities/names/n85257403,http://isni.org/isni/0000000025554932,,,,
Casale V.,"Casale, Vittorio",http://viaf.org/viaf/56735219,http://id.loc.gov/authorities/names/n86130024,http://isni.org/isni/0000000117647159,http://catalogue.bnf.fr/ark:/12148/cb12742284c,http://d-nb.info/gnd/13379282X,,
Cassinelli D.,"Cassinelli,Daniele",http://viaf.org/viaf/36709784,http://id.loc.gov/authorities/names/no2007133746,http://isni.org/isni/0000000073260197,,http://d-nb.info/gnd/140091939,,
Castellaneta C.,"Castellaneta, Carlo",http://viaf.org/viaf/113425936,http://id.loc.gov/authorities/names/n80040550,http://isni.org/isni/000000010937164X,http://catalogue.bnf.fr/ark:/12148/cb125953006,http://d-nb.info/gnd/119355477,http://www.wikidata.org/entity/Q3659173,https://en.wikipedia.org/wiki/Carlo_Castellaneta
Causa R.,"Causa, Raffaello",http://viaf.org/viaf/27224941,http://id.loc.gov/authorities/names/n83123874,http://isni.org/isni/0000000121253718,http://catalogue.bnf.fr/ark:/12148/cb13524292v,http://d-nb.info/gnd/118955497,,
Cavalcaselle G.B.,"Cavalcaselle, Giovanni Battista, 1820-1897",http://viaf.org/viaf/38017204,http://id.loc.gov/authorities/names/n79121687,http://isni.org/isni/0000000083430022,http://catalogue.bnf.fr/ark:/12148/cb12102756n,http://d-nb.info/gnd/118870734,http://www.wikidata.org/entity/Q1372695,https://de.wikipedia.org/wiki/Giovanni_Battista_Cavalcaselle
Cecchi A.,"Cecchi, Alessandro",http://viaf.org/viaf/19733438,http://id.loc.gov/authorities/names/n80148563,http://isni.org/isni/0000000083396768,http://catalogue.bnf.fr/ark:/12148/cb122425203,http://d-nb.info/gnd/1038570638,,
Ceroni N.,"Ceroni, Nadia",http://viaf.org/viaf/50423975,http://id.loc.gov/authorities/names/n93102594,http://isni.org/isni/0000000044061885,,http://d-nb.info/gnd/133720861,,
Cevc A.,"Cevc, Anica",http://viaf.org/viaf/90750998,http://id.loc.gov/authorities/names/n84060277,http://isni.org/isni/0000000110309536,http://catalogue.bnf.fr/ark:/12148/cb16080520n,http://d-nb.info/gnd/133306526,http://www.wikidata.org/entity/Q12784692,https://sl.wikipedia.org/wiki/Anica_Cevc
Cheney Iris H.,"Cheney, Iris Hofmeister",http://viaf.org/viaf/21197676,http://id.loc.gov/authorities/names/n87807298,http://isni.org/isni/0000000063729342,,,,
Chiappelli A.,"Chiappelli, Alessandro, 1857-1931",http://viaf.org/viaf/42229206,http://id.loc.gov/authorities/names/n86095978,http://isni.org/isni/0000000081213980,http://catalogue.bnf.fr/ark:/12148/cb105654237,http://d-nb.info/gnd/1055156682,http://www.wikidata.org/entity/Q18337858,https://it.wikipedia.org/wiki/Alessandro_Chiappelli
Chiappini di Sorio I.,"Chiappini Di Sorio, Ileana",http://viaf.org/viaf/112303454,http://id.loc.gov/authorities/names/n85128004,http://isni.org/isni/0000000083088458,,http://d-nb.info/gnd/1056793546,,
Chiarini M.,"Chiarini, Marco",http://viaf.org/viaf/22140010,http://id.loc.gov/authorities/names/n84100389,http://isni.org/isni/0000000116055493,http://catalogue.bnf.fr/ark:/12148/cb11896681g,http://d-nb.info/gnd/129394912,,
Chiavacci E.,"Chiavacci, Egisto",http://viaf.org/viaf/41513927,http://id.loc.gov/authorities/names/no2002080638,http://isni.org/isni/0000000061204649,http://catalogue.bnf.fr/ark:/12148/cb11100655d,,,
Ciardi R.P.,"Ciardi, Roberto Paolo.",http://viaf.org/viaf/22157513,http://id.loc.gov/authorities/names/n84092522,http://isni.org/isni/0000000118386608,http://catalogue.bnf.fr/ark:/12148/cb120318475,http://d-nb.info/gnd/132755637,http://www.wikidata.org/entity/Q3938691,https://it.wikipedia.org/wiki/Roberto_Ciardi
Ciatti M.,"Ciatti, Marco",http://viaf.org/viaf/73945917,http://id.loc.gov/authorities/names/n84211903,http://isni.org/isni/0000000115745791,http://catalogue.bnf.fr/ark:/12148/cb124389125,http://d-nb.info/gnd/1057518131,http://www.wikidata.org/entity/Q3846012,https://it.wikipedia.org/wiki/Marco_Ciatti
Cicinelli A.,"Cicinelli, Aldo",http://viaf.org/viaf/89032887,http://id.loc.gov/authorities/names/n86003918,http://isni.org/isni/0000000115772669,,,,
